name,rating,review_count,latitude,longitude,postal_code,menu_data_updated,categories,City,State
Wings and Philly,4,2,33.7477341,-84.3489914,30316,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings')]",Atlanta,GA
Jalapeno Charlie's,2,131,33.75188828,-84.39083165,30303,1442017258,"[Category(name=u'Restaurant Am\xe9rique latine', alias=u'latin'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
755 Club At Turner Field,3,45,33.7347752,-84.3880049,30315,,"[Category(name=u'Salles et espaces \xe9v\xe9nementiels', alias=u'venues'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Atlanta Food Truck Wednesday,3.5,3,33.7525406,-84.3901062,30303,,"[Category(name=u'Stand de nourriture', alias=u'foodstands')]",Atlanta,GA
W K Wings,3,5,33.68652552,-84.31066185,30316,1460004386,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings')]",Atlanta,GA
Rolling Reuben's,3.5,2,33.753601,-84.390145,30303,,"[Category(name=u'Vendeur de rue', alias=u'streetvendors'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Rockfish Grille,2.5,8,33.72129822,-84.38789368,30315,1459917133,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
Ida's Downtown,3,6,33.74760747,-84.38306943,30303,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Hail Caesar,3.5,8,33.7534606,-84.38804626,30360,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Atlanta,GA
Saxbys Coffee,2.5,32,33.75286836,-84.38636424,30303,1442019842,"[Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
Cafe Sole,5,1,33.7685051,-84.4021606,31136,,"[Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
Roly Poly,4,1,33.7123847,-84.38285619,30315,,"[Category(name=u'Soupe', alias=u'soup'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Chick-fil-A,4,2,33.74942534,-84.38741863,30334,,"[Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
Simply Delicious Bistro,5,1,33.7516231,-84.3989217,30313,,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Soupe', alias=u'soup'), Category(name=u'Deli', alias=u'delis')]",Atlanta,GA
PeachDish,4,19,33.78739929,-84.3873291,30309,,"[Category(name=u'Livraison \xe0 domicile', alias=u'fooddeliveryservices')]",Atlanta,GA
Buffalo China,2.5,7,33.74158022,-84.34939844,30316,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Vero Pizzeria,3.5,26,33.86063385,-84.33007813,30319,,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
Hudson Grille,2.5,172,33.8612709,-84.3404236,30319,1442009056,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Slice of Brookhaven,3,55,33.8613701,-84.3322906,30319,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Salade', alias=u'salad')]",Atlanta,GA
J. Christopher's,3,71,33.8611145,-84.33000946,30319,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Carnicer�_a Los Pinos,4.5,25,33.92748,-84.37972,30328,,"[Category(name=u'Supermarch\xe9', alias=u'grocery'), Category(name=u'Boucherie', alias=u'butcher'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
La Petite Maison,4,89,33.93247,-84.38049,30328,1442023243,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]",Atlanta,GA
Ray's,3.5,425,33.9007,-84.44084,30339,1460364019,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Canton Cooks,3.5,273,33.918648,-84.3791027,30328,1458706508,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Roam Dunwoody,4.5,10,33.93265912,-84.34970303,30338,,"[Category(name=u'Service professionnel', alias=u'professional'), Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
Rose and Crown Tavern,3.5,152,33.9047699,-84.4615402,30339,,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Restaurant Britannique', alias=u'british')]",Atlanta,GA
SOHO Restaurant,4,121,33.86579209,-84.46677026,30339,1442002581,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Copeland's,3.5,195,33.87763962,-84.45594303,30339,1442374723,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Tin Lizzy's Cantina -  Perimeter,3.5,181,33.9272764,-84.3428539,30346,,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex'), Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Bar des sports', alias=u'sportsbars')]",Atlanta,GA
Farmers Basket,3.5,6,33.87877889,-84.46942247,30339,,"[Category(name=u'Restaurant', alias=u'restaurants')]",Atlanta,GA
La Botana,4,88,33.91949,-84.30432,30341,,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]",Atlanta,GA
Cigar City Club,4.5,25,33.89149094,-84.38165283,30342,,"[Category(name=u'Tabac', alias=u'tobaccoshops'), Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Bar Lounge', alias=u'lounges')]",Atlanta,GA
Wild Ginger,3.5,129,33.91937637,-84.29825592,30341,,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Simply Thai,3.5,127,33.92822,-84.31161,30338,1441967378,"[Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Chuy's,3.5,245,33.92581746,-84.34414263,30346,1460094103,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Clay's Sports Cafe,4,142,33.93275452,-84.38049316,30328,,"[Category(name=u'Bar tabac presse et PMU', alias=u'divebars'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]",Atlanta,GA
Mirko Pasta,3.5,82,33.8700714,-84.3805695,30342,1442094016,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Mike's Hot Dogs,4,96,33.9176102,-84.3792725,30328,,"[Category(name=u'Hot Dog', alias=u'hotdog')]",Atlanta,GA
Circle Sushi,4,180,33.9942894,-84.3497314,30350,1442285721,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Atlanta,GA
Le Triskell,4,34,33.85901642,-84.38014984,30342,1460032767,"[Category(name=u'Cr\xeaperie', alias=u'creperies')]",Atlanta,GA
Gruby's New York Deli,3.5,52,33.90746689,-84.35899353,30342,1442285693,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Salade', alias=u'salad'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Purnima Bangladeshi Cuisine,4.5,252,33.8771248,-84.29352924,30341,1459253284,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Bangladais', alias=u'bangladeshi'), Category(name=u'Restaurant Halal', alias=u'halal')]",Atlanta,GA
Gyro Gyro,4.5,79,33.94136,-84.27137,30360,,"[Category(name=u'Restaurant Grec', alias=u'greek')]",Atlanta,GA
The Bayou Boil,4,61,33.89086344,-84.28495523,30340,,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Bar des sports', alias=u'sportsbars'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Neighborhood Eats,5,155,33.80435237,-84.39317046,30309,1460204179,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Dave's Phillys & Water Ice,4.5,24,33.94281769,-84.27158356,30360,1453183530,"[Category(name=u'Glace pil\xe9e', alias=u'shavedice'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Sushi House Hayakawa,4.5,386,33.91349083,-84.26104047,30340,1442003284,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
The Hungry Peach,5,24,33.817,-84.37502,30305,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Aviva by Kameel,5,572,33.75966402,-84.38759616,30303,1460112669,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Bar \xe0 jus de fruits & smoothies', alias=u'juicebars'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]",Atlanta,GA
Seven Lamps,4,397,33.8476219,-84.3655548,30326,1442108831,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Kang Nam,4,189,33.90650177,-84.26861572,30340,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Atlanta,GA
Avellino's,4.5,89,33.88111,-84.34266,30319,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
So Kong Dong Tofu House,4,469,33.89692,-84.28232,30340,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Atlanta,GA
Heirloom Market BBQ,4.5,939,33.89864735,-84.44717853,30339,1442080047,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Mediterranean Bakery & Sandwich,4,156,33.88681412,-84.25461578,30341,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries')]",Atlanta,GA
Buttermilk Kitchen,4,456,33.869862,-84.380569,30342,1444393888,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
Rumi's Kitchen,4,547,33.922245,-84.379252,30328,1441987142,"[Category(name=u'Restaurant Perse/Iranien', alias=u'persian')]",Atlanta,GA
Hovan Mediterranean Gourmet,4.5,90,33.89237326,-84.32557783,30319,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern'), Category(name=u'Restaurant Grec', alias=u'greek')]",Atlanta,GA
Chong Qing Hot Pot,4,148,33.890599,-84.300006,30341,,"[Category(name=u'Restaurant du Szechuan', alias=u'szechuan'), Category(name=u'Fondue chinoise', alias=u'hotpot')]",Atlanta,GA
Your Pie,4.5,123,33.92787,-84.34403,30305,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Salade', alias=u'salad'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Desta Ethiopian Kitchen,4.5,667,33.83789545,-84.31039135,30329,1455199683,"[Category(name=u'Restaurant \xc9thiopien', alias=u'ethiopian'), Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Chama Gaucha Brazilian Steakhouse,5,243,33.8469918,-84.372829,30305,1442231187,"[Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Restaurant Br\xe9silien', alias=u'brazilian')]",Atlanta,GA
Fork In The Road,4,96,33.84962987,-84.25536999,30345,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]",Atlanta,GA
Gusto! Wood Fire Grill,4.5,239,33.80725957,-84.39351188,30309,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Atlanta,GA
Haven,4,161,33.86063385,-84.33007813,30319,1441980501,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
The General Muir,4,489,33.80119505,-84.32723024,30329,1442113701,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Crawfish Shack Seafood,3.5,580,33.86823273,-84.29978943,30341,1460547623,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun')]",Atlanta,GA
Eden,5,7,33.88563596,-84.2553138,30341,,"[Category(name=u'Bar \xe0 narguil\xe9, bar \xe0 chicha', alias=u'hookah_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]",Atlanta,GA
Woo Nam Jeong Stone Bowl House,4,273,33.91285238,-84.26186966,30340,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Atlanta,GA
Quoc Huong Banh Mi Fast Food,4,315,33.892958,-84.285325,30340,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese'), Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
True Food Kitchen,4,339,33.84686661,-84.36376953,30326,1460221791,"[Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Newk's Eatery,4.5,137,33.87084198,-84.33543396,30319,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Holeman & Finch,4,1054,33.816174,-84.390355,30309,1442009969,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]",Atlanta,GA
Aladdin's Mediterranean Grill & Deli,4.5,175,33.99429,-84.3497299,30350,1441997805,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]",Atlanta,GA
Valenza,4.5,146,33.86063385,-84.33007813,30319,1441992489,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Canoe,4.5,1025,33.859863,-84.455464,30339,1442374715,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Poor Calvin's,4.5,998,33.768452,-84.3822579,30308,1460476944,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Sub-Base Sandwich Shoppe,4.5,41,33.8985892,-84.3050357,30341,,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Beignet & Donuts', alias=u'donuts')]",Atlanta,GA
Bismillah Cafe,4.5,57,33.86070633,-84.30942535,30345,1455351554,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Restaurant Indien', alias=u'indpak')]",Atlanta,GA
J. Alexander's Restaurant,4,188,33.93208542,-84.33692041,30338,1460543855,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Man Chun Hong,4,175,33.912991,-84.26241,30340,,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Atlanta,GA
Lee's Bakery,4,577,33.8601017,-84.3093702,30345,,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Vietnamien', alias=u'vietnamese'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Pho Dai Loi 2,4,688,33.86495,-84.304981,30345,1441980626,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]",Atlanta,GA
King + Duke,4,404,33.83926386,-84.38061617,30305,1460126626,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Double Zero Napoletana,4,333,33.91303005,-84.37918757,30328,1442087570,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
South City Kitchen - Midtown,4.5,1284,33.7859993,-84.38455963,30309,1460570832,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
Pita by the Beirut,4,108,33.9319801,-84.3372726,30338,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Atlanta,GA
Houston's Restaurant,4,274,33.8460083,-84.35826874,30326,1442285636,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Takorea,4,119,33.921894,-84.3146,30338,,"[Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
The Pub Perimeter,4,142,33.9238569,-84.3405724,30346,,"[Category(name=u'Restaurant Britannique', alias=u'british'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Local Three,4,437,33.844578,-84.426564,30327,1460078944,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Home Grown,4.5,589,33.74686,-84.35588,30316,1442072949,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Ameer's Mediterranean Grill,4,278,33.81685133,-84.33557315,30329,1455368849,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]",Atlanta,GA
Com Vietnamese Grill Restaurant,4.5,310,33.86043784,-84.30817008,30345,1441967747,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]",Atlanta,GA
La Pastorcita,4,147,33.84244799,-84.32947897,30329,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Umi,4.5,254,33.83859235,-84.3813417,30305,1442117832,"[Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Bones,4.5,550,33.8421514,-84.3710145,30305,1442374498,"[Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
Casseroles,5,27,33.792179,-84.35231,30306,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Dish Dive,4.5,64,33.76452,-84.3141799,30317,1460227040,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine traditionnelle', alias=u'comfortfood')]",Atlanta,GA
MAYA Steaks and Seafood,4.5,59,33.9231186,-84.3794937,30328,1442230562,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
Roasters,4,214,33.830761,-84.3569107,30324,1442285617,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Joy Cafe,4.5,380,33.8370529,-84.3773661,30305,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
endive Publik house,4.5,107,33.79497248,-84.39998846,30309,1442205198,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Le Petit March̩,4.5,510,33.75166945,-84.32259716,30317,,"[Category(name=u'Sp\xe9cialit\xe9s culinaires', alias=u'gourmet'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Caf̩ Agora,4,528,33.839584,-84.377405,30305,1441981504,"[Category(name=u'Restaurant Turc', alias=u'turkish'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Atlanta,GA
Saltyard,4,240,33.8051829,-84.3942156,30309,1442118105,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 tapas', alias=u'tapas')]",Atlanta,GA
El Rey Del Taco,3.5,319,33.89704566,-84.28191863,30340,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Eclipse di Luna,4,363,33.92854817,-84.33654785,30346,1441988486,"[Category(name=u'Bar \xe0 tapas', alias=u'tapas'), Category(name=u'Produits du monde', alias=u'ethnicmarkets')]",Atlanta,GA
St. Cecilia,4,293,33.850695,-84.360668,30326,1442200855,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Bartaco Chastain Park,4,193,33.85834783,-84.38111141,30342,1442230630,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Lan Zhou,4,77,33.8908381,-84.30019185,30341,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Grub Burger Bar,4,205,33.8274994,-84.3325729,30329,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Burger', alias=u'burgers')]",Atlanta,GA
Waikikie Hawaiian BBQ,4,309,33.816665,-84.335219,30329,1441980371,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Restaurant Hawa\xefen', alias=u'hawaiian')]",Atlanta,GA
Casa Vieja Restaurant,4,43,33.896831,-84.2851382,30340,,"[Category(name=u'Restaurant Colombien', alias=u'colombian')]",Atlanta,GA
Heart of India,4,97,33.886958,-84.254638,30341,1460514180,"[Category(name=u'Restaurant Indien', alias=u'indpak')]",Atlanta,GA
Dat Fire Jerk Chicken,4.5,42,33.7480784,-84.4050754,30313,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]",Atlanta,GA
Press and Grind,4.5,21,33.7817269,-84.3543679,30306,,"[Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Sans gluten', alias=u'gluten_free')]",Atlanta,GA
Airport View,4,17,33.65379715,-84.40999603,30354,1460308319,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Kaleidoscope Bistro & Pub,3.5,207,33.861,-84.33187,30319,1442082654,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
The Food Shoppe,4.5,215,33.758484,-84.390079,30303,,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun')]",Atlanta,GA
Little Bangkok,4,458,33.8159294,-84.3521881,30324,,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
The One Sushi +,4,169,33.86121,-84.33189,30319,1460114262,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Atlanta,GA
Masti Fun Indian Street Eats,4,134,33.81544943,-84.31068918,30329,1457692127,"[Category(name=u'Restaurant Indien', alias=u'indpak')]",Atlanta,GA
Bangkok Station,4,108,33.8373431,-84.3701132,30305,,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]",Atlanta,GA
Thirteen Pies,4,158,33.8382975,-84.3797742,30305,1447994853,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Ssam Burger,4.5,180,33.8116798,-84.4263763,30318,1442200217,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]",Atlanta,GA
Fat Matt's Rib Shack,4,1454,33.804595,-84.367137,30324,1442285620,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Atlanta,GA
Chef Liu,3.5,372,33.896272,-84.281322,30340,1441997779,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Vins, bi\xe8res et spiritueux', alias=u'beer_and_wine')]",Atlanta,GA
Salad Express,5,41,33.817379,-84.3490143,30324,1458854240,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Salade', alias=u'salad')]",Atlanta,GA
521 Kitchen & Que,4.5,91,33.8736948,-84.38021086,30342,1442228382,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Salade', alias=u'salad')]",Atlanta,GA
Folk Art,4,338,33.767447,-84.351615,30307,1442142404,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Diner Am\xe9ricain', alias=u'diners')]",Atlanta,GA
Ginya Izakaya,4.5,93,33.80054009,-84.40845788,30318,1448275449,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Ramen', alias=u'ramen')]",Atlanta,GA
Gunshow,4.5,491,33.74072,-84.35786,30316,1453699381,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Eat Me Speak Me,4.5,14,33.7649749,-84.3332728,30307,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Batavia,4,48,33.89478967,-84.28585745,30340,,"[Category(name=u'Restaurant Indon\xe9sien', alias=u'indonesian')]",Atlanta,GA
Novo Cucina,4,100,33.95132446,-84.33706665,30338,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Alon's Bakery & Market,4,359,33.9251099,-84.3359833,30346,1441999318,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
